pro_img,brand_name,pro_desc,link,price
https://cdn.bike24.net/media/outlet-product-xs/i/p/5/5/129355_00_c.jpg?vf9793dac91b7edb2dd0aa8fab162b6d895eae9f5,,RockShox Fork Oil 120ml 15 WT,https://www.bike24.com/p2129355.html?q=rock+shox," €3,79"
https://cdn.bike24.net/media/outlet-product-xs/i/p/5/3/129235_00_c.jpg?vf9793dac91b7edb2dd0aa8fab162b6d895eae9f5,,RockShox Fork Oil 1000ml 5 WT,https://www.bike24.com/p2129235.html?q=rock+shox," €18,90"
https://cdn.bike24.net/media/outlet-product-xs/i/p/4/4/129244_00_c.jpg?vf9793dac91b7edb2dd0aa8fab162b6d895eae9f5,,RockShox Fork Oil 1000ml 15 WT,https://www.bike24.com/p2129244.html?q=rock+shox," €18,90"
https://cdn.bike24.net/media/outlet-product-xs/i/p/9/9/130499_00_c.jpg?vf9793dac91b7edb2dd0aa8fab162b6d895eae9f5,,RockShox Fork Oil 120ml 10 WT,https://www.bike24.com/p2130499.html?q=rock+shox," €5,90"
https://cdn.bike24.net/media/outlet-product-xs/i/p/1/4/129241_00_c.jpg?vf9793dac91b7edb2dd0aa8fab162b6d895eae9f5,,RockShox Fork Oil 1000ml 10 WT,https://www.bike24.com/p2129241.html?q=rock+shox," €18,90"
https://cdn.bike24.net/media/outlet-product-xs/i/p/0/3/14230_00_c.jpg?vf9793dac91b7edb2dd0aa8fab162b6d895eae9f5,,"RockShox Fork Oil 1000ml 2,5 WT",https://www.bike24.com/p214230.html?q=rock+shox," €18,90"
https://cdn.bike24.net/media/outlet-product-xs/i/p/0/8/130680_00_c.jpg?vf9793dac91b7edb2dd0aa8fab162b6d895eae9f5,,RockShox Fork Oil 120ml 2.5 WT,https://www.bike24.com/p2130680.html?q=rock+shox," €5,90"
https://cdn.bike24.net/media/outlet-product-xs/i/p/0/5/233150_00_c.jpg?vf9793dac91b7edb2dd0aa8fab162b6d895eae9f5,,Pitlock Set 17 Thru Axle 15 to Rock Shox,https://www.bike24.com/p2233150.html?q=rock+shox," €51,99"
https://cdn.bike24.net/media/outlet-product-xs/i/p/9/0/128609_00_c.jpg?vf9793dac91b7edb2dd0aa8fab162b6d895eae9f5,,Hayes Adapter IS/PM for 203mm Discs on Rock Shox BOXXER,https://www.bike24.com/p2128609.html?q=rock+shox," €12,99"
https://cdn.bike24.net/media/outlet-product-xs/i/p/7/6/14167_00_c.jpg?vf9793dac91b7edb2dd0aa8fab162b6d895eae9f5,,"RockShox Hardware Kit (Bushings) 8mm - Ario, MC3, MC3R, Pearl, Bar",https://www.bike24.com/p214167.html?q=rock+shox,"from €7,99"
